path,ticker,analysis_type,date,report_provider,reviewer_provider,reviewer_model,verdict,score,data_integrity,completeness,depth,consistency,language,grounded,issues,rationale
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/0050/fundamental_analysis_2026-09-21_gemini.md,0050,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的台積電權重達54.2%與其他數據不一致，造成數據誠信問題。 | 報告中多次提到的營收增長率與實際數據不符，顯示數據可能捏造。 | 報告中對於風險的評估缺乏具體數據支持，顯得分析深度不足。 | 結論部分的評級與內文分析方向矛盾，未能有效支持給出的評級。 | 報告中出現了簡體字，未全程使用繁體中文。,報告在數據誠信方面存在重大問題，尤其是數據不一致和捏造的風險，導致整體評分低於可發佈標準。分析深度和一致性也未達到要求，無法支持結論。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amd/fundamental_analysis_2026-09-21_gemini.md,amd,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 'Forward P/E 39.5x' 與 'PEG 0.57' 的數據未能在其他章節中得到支持，存在數據誠信問題。 | 報告中提到的 '當前股價溢價 +0.8%' 與 '隱含安全邊際 +3.2%' 的數據相互矛盾，造成內部一致性問題。 | 報告中對於 '供應鏈先進封裝瓶頸' 的風險評估未提供具體數據支持，分析深度不足。 | 報告中多次使用 '🟡' 和 '🔴' 等符號，未能保持語言的一致性，影響專業性。 | 報告結論部分未能清晰總結主要觀點，缺乏完整性。,報告在數據誠信和內部一致性方面存在明顯問題，特定數據未能得到支持，且存在相互矛盾的情況，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amzn/fundamental_analysis_2026-09-21_gemini.md,amzn,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,"報告中提到的 'TTM 營收 $7,756.8 億' 與 'FY2025 營收 $716.92B' 之間存在不一致。 | 報告中 '現金及短期投資 $1,229.9 億' 與 '現金比率 0.56x' 的計算未能清楚說明。 | 報告中提到的 'AI Capex 回報週期滯後' 但未提供具體數據支持此論點。 | 報告中 'Forward P/E 24.9x 處於歷史中下緣' 的說法缺乏歷史數據的具體比較。 | 報告中 '安全邊際 MOS：+16.1%' 的計算過程未能清楚展示。",報告在數據誠信和分析深度上存在明顯問題，數據之間存在不一致，且缺乏具體支持的論證，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avav/fundamental_analysis_2026-09-21_gemini.md,avav,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,"報告中提到 FY2026 營收為 $1,977M，但在其他地方提到 FY2026 營收為 $1.98B，數字不一致。 | 報告中提到 GAAP TTM 淨利為 $-202.82M，但在其他地方提到的數字不一致，造成混淆。 | 報告中提到的 Forward P/E 為 36.0x，但在相對估值分析中提到的數字不一致。 | 報告中提到的安全邊際 (MOS) 為 25.7%，但在其他地方的計算過程中未能清楚說明。 | 報告中使用了簡體字，如 '目标价'，而非全程繁體中文。",報告存在數據不一致和誤導性數字，特別是在關鍵財務指標上，這影響了數據的誠信性。整體分析深度不足，且部分結論與報告內容不一致，導致無法發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avgo/fundamental_analysis_2026-09-21_gemini.md,avgo,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收$89.10B與YoY +85.5%不合理，因為這意味著去年營收僅為$48.00B，這在報告中未曾提及。 | 報告中提到的Forward P/E 18.7x與相對估值折價優勢的數據未能提供足夠的背景或比較基準。 | 報告中提到的安全邊際20.6%與加權合理價值$456.88的計算過程不夠清晰，缺乏詳細推導。 | 報告中多次提到的數據（如現金流、利潤率等）在不同章節中存在不一致的表述，影響整體一致性。 | 報告中使用的專業術語有時不夠準確，例如對於某些財務指標的解釋不夠清晰。,報告在數據誠信方面存在重大問題，特別是關於營收增長的數據不合理，導致整體評分偏低。雖然報告結構完整，但深度和一致性不足，無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/goog/fundamental_analysis_2026-09-21_gemini.md,goog,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 'TTM 營收突破 $445.87B' 與 'FY2025 營收達 $402.84B' 之間存在矛盾。 | 報告中提到的 '現價折價 9.7%' 與 '安全邊際 15.8%' 之間存在不一致。 | 報告中多次出現 'TTM' 但未解釋其具體意義，影響完整性。 | 報告中使用的專業術語不夠清晰，部分讀者可能無法理解。 | 報告中存在多處語句冗長，缺乏必要的簡潔性。,報告在數據誠信方面存在明顯矛盾，特別是營收數字的自相矛盾，導致整體可信度下降。此外，報告的分析深度不足，缺乏必要的推論和比較，且內部一致性不佳，影響了報告的整體品質。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/intc/fundamental_analysis_2026-09-21_gemini.md,intc,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 Forward P/E 59.1x 與同業中位數的比較缺乏具體數據支持，可能導致數據誠信問題。 | 報告中提到的 DCF 內在價值 $98.15 與現價 $121.78 的安全邊際為 -14.0%，這顯示出報告的評價存在明顯的矛盾。 | 報告中提到的 '現金股息已實質停發'，但未提供具體的數據或時間點，影響完整性。 | 報告中多次提到的 '鉅額非經常性費用'，但未具體說明這些費用的來源和影響，影響分析深度。 | 報告中使用的專業術語雖然大致正確，但部分地方表述不夠清晰，影響語言品質。,報告在數據誠信、分析深度和內部一致性方面存在明顯問題，特別是數據的可靠性和推論的合理性不足，導致整體評分偏低。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/ktos/fundamental_analysis_2026-09-21_gemini.md,ktos,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,4,yes,報告中提到的 TTM ROIC 僅 1.18% 與 WACC 8.79% 的數據顯示出資本效率極低，這在國防行業中是不合理的。 | 報告中提到的 EV/Sales 為 5.04x，Forward P/E 44.12x，這些數字在行業中顯得過高，缺乏合理性。 | 報告中提到的自由現金流為 -$118.3M，這顯示出公司在資金運用上存在重大問題，且未能提供足夠的解釋。 | 報告中多次提到的安全邊際 MOS +17.0% 與加權合理價值 $58.55 的數據未能在其他章節中得到支持。 | 報告中存在多處數據未能提供來源，且部分數字在不同章節中存在矛盾。,報告在數據誠信方面存在重大問題，特別是關於 ROIC 和自由現金流的數據，顯示出資本效率低下且缺乏合理性。這使得整體報告的可信度受到質疑，導致無法發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/meta/fundamental_analysis_2026-09-21_gemini.md,meta,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 TTM 營收 $228.25B 與 YoY +27.7% 的數字不一致，因為這意味著去年營收應為 $178.67B，但報告中未提及此數字。 | 報告中提到的 DCF 內在價值 $875.12 與加權合理價值 $866.57 的計算過程不夠清晰，缺乏詳細的推導步驟。 | 在風險矩陣中，對於風險項目的評分與描述不夠深入，僅提供了表面信息，缺乏具體的分析。 | 報告中多次提到的 'AI Capex' 風險未能提供具體的數據支持，導致分析深度不足。 | 報告中使用的專業術語有時不夠準確，例如對於 'EVA' 的解釋不夠清晰，可能會造成誤解。,報告在數據誠信方面存在明顯問題，特別是數字之間的矛盾，導致整體可信度下降。此外，分析深度不足，缺乏具體的數據支持和詳細推導，影響了報告的完整性和一致性。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/mrvl/fundamental_analysis_2026-09-21_gemini.md,mrvl,fundamental_analysis,2026-09-21,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 'Forward P/E 為 36.13x' 與後續 'Forward P/E 36.1x' 數字不一致。 | 報告中提到的 'TTM 營收成長 30.6%' 與 'TTM 自由現金流達 $2.41B' 的關聯性未明確說明。 | 報告中提到的 '安全邊際 MOS 為 +15.0%' 但未提供足夠的數據支持此結論。 | 報告中多次使用 'TTM' 但未解釋其具體時間範圍，可能造成誤解。 | 報告中出現 '🟢'、'🔴' 等符號，這些不應出現在正式報告中。,報告在數據誠信方面存在明顯問題，數字不一致且缺乏支持，導致整體可信度下降。分析深度不足，未能充分解釋數據之間的關聯，且內部一致性差，影響結論的可靠性。
