path,ticker,analysis_type,date,report_provider,reviewer_provider,reviewer_model,verdict,score,data_integrity,completeness,depth,consistency,language,grounded,issues,rationale
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/0050/fundamental_analysis_2026-09-23_gemini.md,0050,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,4,yes,報告中提到的穿透營收 CAGR +14.2% 與後續的 +11.8% 矛盾。 | 報告中提到的穿透加權 ROIC 達 21.8% 與 WACC 8.35% 的利差 +13.45pp，未提供具體數據來源。 | 報告中提到的 DCF 內在價值 NT$ 216.40 與加權合理價值 NT$ 212.50 的計算過程不夠清晰。 | 報告中提到的安全邊際 MOS +9.6% 與其他數據不一致，未能清楚解釋。 | 報告中使用的專業術語雖然正確，但部分句子結構不夠流暢，影響可讀性。,報告在數據誠信方面存在明顯矛盾，特別是關於營收增長率和 ROIC 的數據，這使得整體可信度下降。雖然報告結構完整，但深度和一致性不足，導致無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/2330.tw/fundamental_analysis_2026-09-23_gemini.md,2330.tw,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的2026Q2營收達1.27兆元，與其他數據（如TTM營收4.44兆元）不一致。 | 報告中提到的Forward P/E為17.53x，與執行摘要中的17.5x不一致。 | 報告中提到的EVA達+22.29pp，與ROIC和WACC的計算不一致。 | 報告中多次使用的數據（如現金流、毛利率）未提供來源，影響數據誠信。 | 報告中存在多處語句不通順，影響語言品質。,報告在數據誠信方面存在重大問題，數據不一致且缺乏來源，導致整體可信度下降。分析深度不足，缺乏實質推論，且內部一致性差，無法發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amd/fundamental_analysis_2026-09-23_gemini.md,amd,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,報告中提到的 'TTM 營收 $41.31B（YoY +50.1%）' 與 'FY2023 $22.68B' 之間存在矛盾。 | 報告中 'Forward P/E 39.5x' 與 'Trailing P/E 156.4x' 的解釋不夠清晰，缺乏深入分析。 | 在 '風險矩陣' 中，風險評分與具體影響的描述不夠具體，未能提供足夠的分析深度。 | 報告中多次使用 'TTM' 但未解釋其具體意義，可能對讀者造成困惑。 | 報告中出現的 'NVIDIA CUDA 軟體生態' 及 '台積電 CoWoS' 等專業術語未加說明，可能影響理解。,報告在數據誠信和分析深度上存在明顯問題，數據之間存在矛盾，且缺乏深入的推論和分析，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amzn/fundamental_analysis_2026-09-23_gemini.md,amzn,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,報告中提到的 'TTM 營收達 $775.68B' 與 'FY2025 Capex 激增至 $131.82B' 的數字未能在其他章節中得到合理的支持或解釋。 | 在 '風險矩陣' 中提到的 'AI 資本支出回報遞延' 風險，未能在報告中提供具體的數據或案例來支持該風險的評估。 | 報告中多次提到的 '安全邊際（MOS）為 21.7%' 與 '加權合理價值 $318.52' 的計算過程不夠清晰，缺乏詳細的推導步驟。 | 在 '執行摘要' 中的評級與後續分析的結論存在不一致，特別是在對於未來增長的預測上。 | 報告中使用的專業術語雖然大部分正確，但在某些地方的表達不夠清晰，可能會造成讀者理解上的困難。,報告在數據誠信和分析深度上存在明顯問題，數字的合理性和推導過程不夠清晰，導致整體可信度下降。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avav/fundamental_analysis_2026-09-23_gemini.md,avav,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到 FY2026 GAAP 淨虧損 $265.12M，但在其他地方提到的數字不一致。 | 報告中提到的 Forward P/E 35.0x 與其他估值指標不一致，缺乏清晰的解釋。 | 在多處提到的商譽與無形資產的數字不一致，造成數據誠信問題。 | 報告中有多處數據未提供來源，影響完整性。 | 報告中使用的專業術語不夠準確，影響語言品質。,報告存在數據誠信問題，特別是數字不一致和缺乏來源，導致整體評分低於可接受範圍。分析深度和一致性也不足，無法支持其結論。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avgo/fundamental_analysis_2026-09-23_gemini.md,avgo,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收$89.10B與YoY成長85.5%不合理，因為這意味著去年營收為$48.00B，該數字未曾達到。 | 報告中提到的Forward P/E 18.31x與PEG 0.36的數據未能提供來源，無法驗證其正確性。 | 在執行摘要中提到的買入評級與後續分析中對於風險的評估存在矛盾，未能一致。 | 報告中多次提到的安全邊際MOS +22.3%與加權合理價值$456.63的計算過程不夠清晰，缺乏詳細推導。 | 報告中使用的專業術語有時不夠準確，例如對於資本配置的描述不夠明確。,報告在數據誠信方面存在重大問題，特別是關於營收的數字不合理，導致整體評分偏低。雖然報告結構完整，但分析深度和一致性不足，無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/goog/fundamental_analysis_2026-09-23_gemini.md,goog,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,"報告中提到的TTM營收$4,458.7億與其他數據不一致，造成數據誠信問題。 | 報告中提到的GAAP淨利率54.8%因非經常性收益影響，需剔除檢驗真實獲利，造成數據誠信問題。 | 報告中多次提到的安全邊際MOS為+18.0%，但在其他部分的計算中未能一致。 | 報告中對於風險的描述過於簡單，缺乏深入分析，未能充分展現風險的潛在影響。 | 報告中使用的專業術語有時不夠準確，例如對於FCF的定義與計算方式不夠清晰。",報告存在數據誠信問題，特別是關於營收和淨利的數據不一致，影響整體可信度。此外，報告的分析深度不足，風險評估也不夠全面，導致整體評分偏低。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/grab/fundamental_analysis_2026-09-23_gemini.md,grab,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,2,3,3,2,4,yes,報告中提到的 'GAAP 營業利益率達 $93.00M' 與 '淨利達 $253.00M' 的數字未能在損益表深度分析中找到對應的數據支持。 | 報告中提到的 'Forward P/E 23.44x' 與 'PEG 0.66' 的數字在相對估值分析中出現，但未能在其他章節中得到一致的支持。 | 在 '風險矩陣' 中提到的 '匯率波動' 和 '外送市場競爭再起' 的風險評分與後續的風險清單詳細分析不一致，造成內部矛盾。 | 報告中多次提到的 '安全邊際 MOS' 的計算方式不夠清晰，未能提供足夠的推導過程。 | 報告中存在多處未標註的數據來源，雖然不影響數據的可信度，但影響了完整性。,報告在數據誠信和內部一致性方面存在明顯問題，特別是數字的支持和風險評估的矛盾，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/intc/fundamental_analysis_2026-09-23_gemini.md,intc,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,warn,3,3,4,3,3,4,yes,報告中提到的 'TTM ROIC (2.4%) < WACC (10.1%)' 可能不合理，ROIC 遠低於資本成本。 | 在 '相對估值分析' 中，Forward P/E 59.5x 的評價過高，與歷史數據不符。 | 報告中提到的 '現價已反映諸多樂觀情境' 可能過於主觀，缺乏具體數據支持。 | 在 '風險矩陣' 中，風險評分的依據不夠明確，缺乏具體的量化指標。 | 報告中多次提到的 '現價溢價' 需要更清晰的解釋，否則可能造成誤解。,報告在數據誠信和分析深度上存在一定問題，特別是對於關鍵指標的解釋和評價過高，可能影響投資者的判斷。雖然報告結構完整，但仍需修正部分數據和分析以提高可信度。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/ktos/fundamental_analysis_2026-09-23_gemini.md,ktos,fundamental_analysis,2026-09-23,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,報告中提到的TTM營收加速至$1.52B，但在其他部分卻顯示營業利潤率為-0.2%，這樣的數據不一致。 | 報告中提到的安全邊際MOS為+5.6%，但在結論中卻表示未達機構級投資充足標準>25%，這造成了矛盾。 | 報告中提到的自由現金流TTM為-$118.29M，卻未能深入分析其對公司未來的影響，缺乏深度。 | 報告中多次提到的估值方法和數據來源未能清楚標示，影響數據的誠信性。 | 報告中使用的專業術語雖然正確，但部分段落的表達不夠清晰，影響了整體的可讀性。,報告在數據誠信和分析深度上存在明顯問題，數據不一致和缺乏深入分析使得報告的可信度降低，整體評分未達發佈標準。
