path,ticker,analysis_type,date,report_provider,reviewer_provider,reviewer_model,verdict,score,data_integrity,completeness,depth,consistency,language,grounded,issues,rationale
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/0050/fundamental_analysis_2026-09-25_gemini.md,0050,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的穿透 ROIC 為 24.3%，但在其他章節中未能提供一致的數據支持。 | 報告中提到的現金流量轉換率為 72.4%，但在不同章節中出現了不同的數字。 | 報告中提到的目標價 NT$ 218.00 與其他評估結果不一致，缺乏合理的解釋。 | 報告中使用的專業術語有時不夠準確，例如對於某些財務指標的解釋不夠清晰。 | 報告中存在未填寫的佔位符，例如在某些表格中出現了 'N/A' 的標記。,報告在數據誠信方面存在重大問題，數據不一致和缺乏支持的數字使得整體可信度降低。此外，分析深度不足，未能提供足夠的推論和比較，導致結論的可靠性受到質疑。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/2330.tw/fundamental_analysis_2026-09-25_gemini.md,2330.tw,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收達4.44兆元（YoY +36.0%）與後文的營收數據不一致。 | 報告中提到的Forward P/E 17.3x與相對估值分析中的數據不一致。 | 報告中提到的安全邊際MOS達+16.6%與後文的計算不一致。 | 報告中多次出現的數據未提供來源，無法驗證其真實性。 | 報告中存在多處語句不夠清晰，影響理解。,報告在數據誠信方面存在重大問題，數據不一致且缺乏來源，導致整體可信度下降。雖然報告結構完整，但分析深度不足，且內部一致性差，無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amd/fundamental_analysis_2026-09-25_gemini.md,amd,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 Forward P/E 40.5x 與 PEG 0.64 的數據未能在其他章節中得到支持，顯示數據不一致。 | 報告中提到的現金流量和利潤率數據存在矛盾，例如在不同章節中對於毛利率的描述不一致。 | 報告中提到的安全邊際 MOS 為 -18.4%，但未提供足夠的數據支持該結論的合理性。 | 報告中使用的某些專業術語不夠準確，例如對於 DCF 模型的描述不夠清晰。 | 報告中存在未填值的佔位符，例如在某些表格中出現了 'N/A' 或 '[待補]' 的情況。,報告在數據誠信和一致性方面存在重大問題，數據之間的矛盾和不一致性使得整體可信度降低。此外，報告的深度不足，未能提供足夠的推論和分析，導致整體評分低於可發佈標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amzn/fundamental_analysis_2026-09-25_gemini.md,amzn,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,1,1,1,1,1,1,yes,報告中出現多處數據不合理，例如「TTM 營收達 $775.68B（YoY +19.6%）」與「FY2025 營收達到 $716.92B」相矛盾。 | 報告中存在未填值的佔位符，例如「$XXX」和「N/A」。 | 報告結構不完整，缺乏必要的章節，特別是結論與投資建議部分。 | 報告中多處分析缺乏實質推論，僅為數據重述，未提供深入見解。 | 報告中使用了簡體字，未全程使用繁體中文。,報告存在多項重大缺陷，包括數據不一致、結構不完整、分析深度不足及語言品質不佳，導致整體品質無法達到可發佈標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avav/fundamental_analysis_2026-09-25_gemini.md,avav,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到 FY2026 營收爆發 140.9% 破 19.8 億美元，但未提供基期數據，無法驗證數字的合理性。 | 報告中提到的 Forward P/E 34.1x 與其他數據不一致，未能提供清晰的數據來源。 | 報告中提到的安全邊際 25.8% 與其他數據的計算方式不一致，缺乏內部一致性。 | 報告中存在多處數據未填寫或使用佔位符，如「N/A」或「TBD」。 | 報告中使用的專業術語不夠準確，部分內容表述不夠清晰。,報告在數據誠信方面存在重大問題，特別是數字的合理性和一致性不足，導致整體品質不達標。雖然有部分內容完整，但深度和一致性不足，無法發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avgo/fundamental_analysis_2026-09-25_gemini.md,avgo,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收達$89.10B（YoY +85.5%）與其他數據不一致，無法確認其真實性。 | 報告中提到的Forward P/E 18.2x與同業中位數28.5x的比較未提供足夠的背景解釋。 | 報告中提到的安全邊際MOS為17.3%，但未提供足夠的計算依據。 | 報告中提到的風險矩陣中，風險評分與發生機率的描述不夠清晰，缺乏具體數據支持。 | 報告中使用的專業術語有時不夠準確，影響了整體語言品質。,報告在數據誠信方面存在重大問題，特別是關於TTM營收的數據無法確認其真實性，導致整體評分下降。其他維度如分析深度和一致性也顯示出不足，無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/goog/fundamental_analysis_2026-09-25_gemini.md,goog,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,報告中提到的TTM營收445.87B與YoY成長24.2%存在矛盾，因為這樣的成長率不符合過去的數據。 | 報告中提到的GAAP淨利54.8%需謹慎檢視，因為其受非經常性利得影響，可能誤導投資者。 | 報告中對於Capex的描述不夠清晰，未能充分解釋其對自由現金流的影響。 | 報告中對於風險的評估過於簡化，未能深入探討各風險的潛在影響。 | 報告中使用的專業術語雖然正確，但部分句子結構不夠流暢，影響可讀性。,報告在數據誠信和分析深度上存在明顯缺陷，特別是數據之間的矛盾和對風險的淺顯評估，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/grab/fundamental_analysis_2026-09-25_gemini.md,grab,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,warn,3,3,4,3,4,4,yes,報告中提到的 'GAAP 淨利達 $598M' 需確認其真實性，是否存在捏造或不合理的數字。 | 在 '風險矩陣' 中，對於 '價格競爭再起' 的評分為 7.0 / 10，但在報告中未提供具體的數據支持。 | 報告中提到的 '每股內在價值 $4.42' 與 '加權合理價值 $4.57' 之間的差異未有充分解釋。 | 在 '現金流量深度分析' 中，提到 'TTM FCF 達 $502.62M'，但未提供足夠的背景數據來支持此數字的合理性。 | 報告中多次提到的 '安全邊際 MOS 31.5%' 需進一步驗證其計算過程的透明度。,報告在數據誠信和分析深度上存在一定問題，特別是對於關鍵數字的真實性和支持證據的缺乏。雖然報告結構完整，但仍需修正以提高可信度。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/intc/fundamental_analysis_2026-09-25_gemini.md,intc,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,4,yes,報告中提到的 Forward P/E 為 59.65x，這在同業比較中顯示出極度溢價，且未提供合理解釋。 | 報告中提到的 DCF 內在價值為 $105.20，但在評估中卻顯示出現價 $123.00 的溢價，這顯示出數據不一致。 | 報告中提到的 ROIC 僅為 1.5%，而 WACC 為 8.84%，顯示出資本效率極低，這一點未有深入分析。 | 報告中多次提到的安全邊際為 -14.2%，這顯示出報告對於風險的評估不足。 | 報告中使用的專業術語雖然正確，但部分段落表達不夠清晰，影響了整體可讀性。,報告在數據誠信方面存在重大問題，特別是數字的合理性和一致性，導致整體評分偏低。雖然語言品質尚可，但深度和完整性不足，無法達到發佈標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/ktos/fundamental_analysis_2026-09-25_gemini.md,ktos,fundamental_analysis,2026-09-25,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的營業利益率為 -0.2%，但在不同章節中出現的數字不一致。 | 報告中提到的自由現金流 (FCF) 為 -$118.3M，與其他數據的推導不一致。 | 在風險矩陣中，風險評分與具體風險項目的描述不一致，缺乏清晰的邏輯關聯。 | 報告中使用的專業術語不夠準確，影響了整體的專業性。 | 報告的結論與前面的分析部分存在矛盾，未能有效支持最終評級。,報告在數據誠信方面存在明顯問題，數字不一致且缺乏合理的推導，導致整體可信度下降。分析深度不足，未能提供足夠的推論和比較，且結論與內文不一致，影響了報告的整體品質。
