path,ticker,analysis_type,date,report_provider,reviewer_provider,reviewer_model,verdict,score,data_integrity,completeness,depth,consistency,language,grounded,issues,rationale
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/0050/fundamental_analysis_2026-09-22_gemini.md,0050,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,1,1,1,1,1,1,yes,報告中出現多處數據不合理，例如底層綜合 ROIC 為 18.5% 但 WACC 只有 8.15%，這樣的差距不符合常理。 | 報告中提到的目標價 NT$228.00 與基準每股內在價值 NT$222.18 之間的關係未有清楚解釋，造成邏輯不清。 | 報告中多次出現的數字（如現金流、營收等）在不同章節中存在矛盾，無法確定其準確性。 | 報告結論與內文分析方向矛盾，給出的評級與數據支持不一致。 | 報告中使用了不必要的英文術語，且部分專業術語使用不當，影響語言品質。,報告在數據誠信、完整性、分析深度、內部一致性及語言品質上均表現不佳，存在多處不合理數據及邏輯矛盾，無法發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/2330.tw/fundamental_analysis_2026-09-22_gemini.md,2330.tw,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收4.44兆元與最新單季1.27兆元的數據未能在其他章節中得到一致性支持。 | 報告中提到的Forward P/E僅17.25x，但在相對估值分析中卻顯示為28.75x，存在矛盾。 | 報告中提到的安全邊際MOS為22.6%，但在其他部分的計算中未能清楚解釋其推導過程。 | 報告中使用的專業術語不夠準確，例如對於資本配置的描述過於簡化，缺乏深入分析。 | 報告中出現了多次未標註來源的數據，影響了數據的誠信性。,報告在數據誠信和一致性方面存在重大問題，特別是數字之間的矛盾和缺乏支持的數據來源，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amd/fundamental_analysis_2026-09-22_gemini.md,amd,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,2,3,2,2,4,yes,報告中提到的 'Forward P/E 40.1x' 與 'Trailing P/E 158.3x' 之間的矛盾未解釋。 | 數據中心營收年增率 'YoY +50.1%' 的基期數據未提供，可能不合理。 | 報告中提到的 '安全邊際 +4.0%' 但未提供足夠的數據支持此結論。 | 報告中 '現價溢價 1.9%' 的計算過程不夠清晰，缺乏透明度。 | 部分專業術語使用不夠精確，例如 '護城河評分' 的定義不明確。,報告在數據誠信和分析深度上存在明顯問題，數據的合理性和一致性不足，導致整體評分偏低。雖然語言品質尚可，但無法彌補其他維度的缺陷，因此不建議發佈。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/amzn/fundamental_analysis_2026-09-22_gemini.md,amzn,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的TTM營收達$775.68B（YoY +19.6%），但在其他章節中未能提供一致的數據支持。 | 報告中提到的Forward P/E為24.5x，與其他估值指標的解釋不一致，造成內部矛盾。 | 報告中提到的安全邊際MOS為+17.4%，但在結論中未能清楚解釋其計算過程。 | 報告中使用的專業術語不夠準確，部分術語未能正確反映其意義。 | 報告中存在多處語句不通順，影響整體可讀性。,報告在數據誠信方面存在重大問題，數據不一致且缺乏支持，導致整體可信度下降。分析深度不足，未能提供足夠的推論和比較，且內部一致性差，影響結論的可靠性。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avav/fundamental_analysis_2026-09-22_gemini.md,avav,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 FY2026 GAAP EPS 為 -$4.05，與後文提到的 TTM GAAP 淨利 -$265.12M 不一致。 | 報告中提到的現金流量為 -$164.62M，卻在後文中提到 TTM FCF 為 -$25.92M，數據矛盾。 | 報告中提到的安全邊際 MOS 為 24.4%，但在結論中卻提到的加權合理價值為 $206.66，未能清楚解釋。 | 報告中多次使用的術語如 '護城河評分' 和 '安全邊際' 未有清晰定義，影響理解。 | 報告中存在多處未填寫的佔位符，如 'N/A' 和 'TBD'，影響完整性。,報告在數據誠信方面存在明顯矛盾，特別是關於財務數據的準確性，導致整體評分偏低。雖然報告結構完整，但分析深度不足，且部分結論與數據不一致，無法達到可發佈的標準。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/avgo/fundamental_analysis_2026-09-22_gemini.md,avgo,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,4,yes,報告中提到的TTM營收$89.10B（YoY +85.5%）與後續數據不一致，造成數據誠信問題。 | 報告中提到的Forward P/E 18.8x與PEG 0.36的數據未能提供來源，無法驗證其正確性。 | 在風險矩陣中，風險評分與具體風險項目之間的關聯性不夠明確，缺乏深入分析。 | 報告中多次提到的數據（如淨負債$35.44B）在不同章節中出現矛盾，影響一致性。 | 報告中使用的專業術語雖然正確，但部分句子結構不夠清晰，影響可讀性。,報告在數據誠信和一致性方面存在重大問題，特別是數據間的矛盾和缺乏來源驗證，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/goog/fundamental_analysis_2026-09-22_gemini.md,goog,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,2,3,2,3,4,yes,報告中提到的 'TTM 營收 $445.87B（YoY +24.2%）' 與後文 'FY2025 營收 $402.84B' 之間存在矛盾。 | 報告中提到的 'OFC 達 $185.68B，但因 FY25-26 Capex 急遽擴張使最新單季 FCF 承壓（-$5.86B）'，這樣的數據顯示出不合理的現金流狀況。 | 報告中提到的 'Forward P/E 23.3x' 與 'PEG 1.25' 的評價未能提供足夠的背景分析，缺乏深入的推論。 | 報告中對於 '反壟斷司法裁決' 的風險評估過於簡單，未能提供具體的影響分析。 | 報告中使用的專業術語雖然正確，但部分句子結構不夠流暢，影響了整體可讀性。,報告在數據誠信和分析深度上存在明顯問題，數據之間存在矛盾，且缺乏深入的推論和分析，導致整體品質不達標。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/grab/fundamental_analysis_2026-09-22_gemini.md,grab,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 'GAAP 淨利 $268M (FY25)' 與 'TTM 淨利達 $598M' 之間存在矛盾。 | 報告中多次使用 'N/A' 和 'TBD' 的佔位符，未填值的情況出現於多個章節。 | 在 '風險矩陣' 中，風險評分與具體風險項目之間的關聯性不明確，缺乏深入分析。 | 報告中對於 '數位銀行信貸壞帳' 的影響評估過於簡單，未提供具體數據支持。 | 報告中出現了簡體字，如 '数位'，未全程使用繁體中文。,報告在數據誠信方面存在重大問題，特別是數字之間的矛盾和未填值的佔位符，導致整體可信度下降。此外，分析深度不足，缺乏必要的推論和數據支持，影響了報告的完整性和一致性。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/intc/fundamental_analysis_2026-09-22_gemini.md,intc,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的 Forward P/E 為 60.1x，但在相對估值分析中卻顯示為 60.07x，數字不一致。 | 報告中提到的 DCF 內在價值為 $108.50，但在執行摘要中卻顯示為 $112.60，數字不一致。 | 報告中提到的安全邊際為 -10.0%，但在其他部分卻未明確說明其計算過程，缺乏透明度。 | 報告中有多處使用了簡體字，例如「收益型」，不符合繁體中文的要求。 | 報告中存在多處未填寫的佔位符，例如「$XXX」或「N/A」，影響數據誠信。,報告存在數據不一致、缺乏透明度及誤用語言等問題，導致整體品質不達標。特別是數據誠信方面，存在明顯的數字矛盾，影響報告的可信度。
/home/runner/work/finance_data/finance_data/ai_gen_report/fundamental/ktos/fundamental_analysis_2026-09-22_gemini.md,ktos,fundamental_analysis,2026-09-22,gemini,openai,gpt-4o-mini,fail,2,1,3,2,2,3,yes,報告中提到的營業利益率僅為 -0.2%，但在不同章節中出現的數字不一致。 | 報告中提到的自由現金流 (FCF) 為 -$118.29M，這一數字在不同章節中未能保持一致。 | 報告中提到的加權合理價值 $48.24 與 DCF 基準每股內在價值 $45.64 之間的差異未有合理解釋。 | 報告中使用的專業術語不夠準確，部分術語未能正確表達其意義。 | 報告中存在未填寫的佔位符，例如 'N/A' 或 'TBD'，影響數據的完整性。,報告在數據誠信方面存在重大問題，數字不一致且缺乏合理解釋，導致整體品質不達標。雖然有部分內容完整，但深度和一致性不足，無法發佈。
