path,ticker,analysis_type,date,provider,issues,line_count,content_lines,note
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-06-26_gemini-3.md,0050,unknown,,unknown,CUTOFF,650,641,"last_line='    退休金與機構資金配置    :b4, 2027-01-01,'"
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/abnb/fundamental_analysis_2026-06-30_gemini.md,abnb,fundamental_analysis,2026-06-30,gemini,TOO_SHORT,84,75,content_lines=75
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/avgo/fundamental_analysis_2026-06-24_gemini-3.md,avgo,unknown,,unknown,TOO_SHORT,16,7,content_lines=7
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/avgo/fundamental_analysis_2026-07-02_gemini.md,avgo,fundamental_analysis,2026-07-02,gemini,TOO_SHORT,81,72,content_lines=72
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/avgo/technical_analysis_2026-06-26_gemini.md,avgo,technical_analysis,2026-06-26,gemini,"TOO_SHORT,CUTOFF",61,52,"content_lines=52; last_line='    subgraph NEUTRAL [""🟡 中性訊號 (4)""]'"
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/goog/fundamental_analysis_2026-06-24_gemini-2.md,goog,unknown,,unknown,TOO_SHORT,82,73,content_lines=73
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/goog/fundamental_analysis_2026-06-24_gemini-3.md,goog,unknown,,unknown,TOO_SHORT,22,13,content_lines=13
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/ktos/fundamental_analysis_2026-06-26_gemini-2.md,ktos,unknown,,unknown,TOO_SHORT,18,9,content_lines=9
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/ktos/fundamental_analysis_2026-06-26_gemini.md,ktos,fundamental_analysis,2026-06-26,gemini,CUTOFF,411,402,last_line='總體而言，KTOS的債務狀況非常健康，'
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/meta/fundamental_analysis_2026-06-24_gemini-2.md,meta,unknown,,unknown,"TOO_SHORT,CUTOFF",44,35,"content_lines=35; last_line='    P[""💰 獲利能力<br/>9/10<br/>毛利率'"
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/meta/technical_analysis_2026-07-01_gemini.md,meta,technical_analysis,2026-07-01,gemini,"TOO_SHORT,HTML_LEAK,CUTOFF",23,14,content_lines=14; last_line='</html>'
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/nbis/fundamental_analysis_2026-06-26_gemini-2.md,nbis,unknown,,unknown,TOO_SHORT,18,9,content_lines=9
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/onds/fundamental_analysis_2026-06-24_gemini-2.md,onds,unknown,,unknown,TOO_SHORT,18,9,content_lines=9
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/orcl/fundamental_analysis_2026-06-24_gemini-3.md,orcl,unknown,,unknown,TOO_SHORT,69,60,content_lines=60
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/orcl/fundamental_analysis_2026-06-26_gemini.md,orcl,fundamental_analysis,2026-06-26,gemini,TOO_SHORT,26,17,content_lines=17
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/orcl/technical_analysis_2026-06-27_gemini.md,orcl,technical_analysis,2026-06-27,gemini,"TOO_SHORT,CUTOFF",63,54,"content_lines=54; last_line='        D3[""ADX顯示強烈趨勢(25.44)，'"
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/pl/technical_analysis_2026-06-27_gemini.md,pl,technical_analysis,2026-06-27,gemini,CUTOFF,478,469,"last_line='-   **短期均線 (MA5,'"
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/pltr/fundamental_analysis_2026-06-22_gemini.md,pltr,fundamental_analysis,2026-06-22,gemini,CUTOFF,339,330,last_line='║  Debt / Equity Ratio:  2.48% (極低，'
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/pltr/fundamental_analysis_2026-06-26_gemini-2.md,pltr,unknown,,unknown,TOO_SHORT,79,70,content_lines=70
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/pltr/fundamental_analysis_2026-06-28_gemini.md,pltr,fundamental_analysis,2026-06-28,gemini,TOO_SHORT,81,72,content_lines=72
/home/runner/work/finance_data/finance_data/ai_gen_report/stock/sofi/fundamental_analysis_2026-06-24_gemini-3.md,sofi,unknown,,unknown,TOO_SHORT,84,75,content_lines=75
