path,ticker,analysis_type,date,provider,issues,line_count,content_lines,note
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-22.md,0050,fundamental_analysis,2026-02-22,claude,DUPLICATE,472,464,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-24.md,0050,fundamental_analysis,2026-02-24,claude,DUPLICATE,827,819,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-25.md,0050,fundamental_analysis,2026-02-25,claude,DUPLICATE,929,921,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-26.md,0050,fundamental_analysis,2026-02-26,claude,DUPLICATE,932,924,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-27.md,0050,fundamental_analysis,2026-02-27,claude,DUPLICATE,931,923,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-02-28.md,0050,fundamental_analysis,2026-02-28,claude,DUPLICATE,913,905,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-01.md,0050,fundamental_analysis,2026-03-01,claude,DUPLICATE,769,761,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-19.md,0050,fundamental_analysis,2026-03-19,claude,"DUPLICATE,REFUSAL",9,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-20.md,0050,fundamental_analysis,2026-03-20,claude,DUPLICATE,290,282,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-21_openai.md,0050,fundamental_analysis,2026-03-21,openai,REFUSAL,355,346,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-22_openai.md,0050,fundamental_analysis,2026-03-22,openai,REFUSAL,281,272,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-25_openai.md,0050,fundamental_analysis,2026-03-25,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-26_openai.md,0050,fundamental_analysis,2026-03-26,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-27_openai.md,0050,fundamental_analysis,2026-03-27,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-28_openai.md,0050,fundamental_analysis,2026-03-28,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-29_openai.md,0050,fundamental_analysis,2026-03-29,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-30_openai.md,0050,fundamental_analysis,2026-03-30,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-03-31_openai.md,0050,fundamental_analysis,2026-03-31,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-01_openai.md,0050,fundamental_analysis,2026-04-01,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-03_openai.md,0050,fundamental_analysis,2026-04-03,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-05_openai.md,0050,fundamental_analysis,2026-04-05,openai,"TOO_SHORT,CUTOFF",50,41,content_lines=41; last_line=' სპ Survivorвав التقول慎ধ traversal'
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-06_openai.md,0050,fundamental_analysis,2026-04-06,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-07_openai.md,0050,fundamental_analysis,2026-04-07,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-12_openai.md,0050,fundamental_analysis,2026-04-12,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-13_openai.md,0050,fundamental_analysis,2026-04-13,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-15_openai.md,0050,fundamental_analysis,2026-04-15,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-22_openai.md,0050,fundamental_analysis,2026-04-22,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-24_openai.md,0050,fundamental_analysis,2026-04-24,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-26_openai.md,0050,fundamental_analysis,2026-04-26,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-04-29_openai.md,0050,fundamental_analysis,2026-04-29,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-02_openai.md,0050,fundamental_analysis,2026-05-02,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-03_openai.md,0050,fundamental_analysis,2026-05-03,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-04_openai.md,0050,fundamental_analysis,2026-05-04,openai,TOO_SHORT,69,60,content_lines=60
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-07_openai.md,0050,fundamental_analysis,2026-05-07,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-12_openai.md,0050,fundamental_analysis,2026-05-12,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-13_openai.md,0050,fundamental_analysis,2026-05-13,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/fundamental_analysis_2026-05-14_openai.md,0050,fundamental_analysis,2026-05-14,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0050/portfolio_review_2026-02-22.md,0050,portfolio_review,2026-02-22,claude,DUPLICATE,471,463,
/Users/yennanliu/finance_data/ai_gen_report/stock/0056/fundamental_analysis_2026-02-24.md,0056,fundamental_analysis,2026-02-24,claude,DUPLICATE,930,922,
/Users/yennanliu/finance_data/ai_gen_report/stock/0056/fundamental_analysis_2026-04-05_openai.md,0056,fundamental_analysis,2026-04-05,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/0056/technical_analysis_2026-02-24.md,0056,technical_analysis,2026-02-24,claude,DUPLICATE,1004,996,
/Users/yennanliu/finance_data/ai_gen_report/stock/00661.tw/fundamental_analysis_2026-02-24.md,00661.tw,fundamental_analysis,2026-02-24,claude,DUPLICATE,1016,1008,
/Users/yennanliu/finance_data/ai_gen_report/stock/00661.tw/sector_analysis_2026-02-24.md,00661.tw,sector_analysis,2026-02-24,claude,DUPLICATE,644,636,
/Users/yennanliu/finance_data/ai_gen_report/stock/00661.tw/technical_analysis_2026-02-24.md,00661.tw,technical_analysis,2026-02-24,claude,DUPLICATE,996,988,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-22.md,2330.tw,fundamental_analysis,2026-02-22,claude,DUPLICATE,455,447,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-24.md,2330.tw,fundamental_analysis,2026-02-24,claude,DUPLICATE,942,934,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-25.md,2330.tw,fundamental_analysis,2026-02-25,claude,DUPLICATE,920,912,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-26.md,2330.tw,fundamental_analysis,2026-02-26,claude,DUPLICATE,1040,1032,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-27.md,2330.tw,fundamental_analysis,2026-02-27,claude,DUPLICATE,967,959,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-02-28.md,2330.tw,fundamental_analysis,2026-02-28,claude,DUPLICATE,1068,1060,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-03-01.md,2330.tw,fundamental_analysis,2026-03-01,claude,DUPLICATE,965,957,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-03-19.md,2330.tw,fundamental_analysis,2026-03-19,claude,DUPLICATE,327,319,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-03-20.md,2330.tw,fundamental_analysis,2026-03-20,claude,DUPLICATE,319,311,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-03-31_openai.md,2330.tw,fundamental_analysis,2026-03-31,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-02_openai.md,2330.tw,fundamental_analysis,2026-04-02,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-03_openai.md,2330.tw,fundamental_analysis,2026-04-03,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-04_openai.md,2330.tw,fundamental_analysis,2026-04-04,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-08_openai.md,2330.tw,fundamental_analysis,2026-04-08,openai,TOO_SHORT,61,52,content_lines=52
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-09_openai.md,2330.tw,fundamental_analysis,2026-04-09,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-11_openai.md,2330.tw,fundamental_analysis,2026-04-11,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-12_openai.md,2330.tw,fundamental_analysis,2026-04-12,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-16_openai.md,2330.tw,fundamental_analysis,2026-04-16,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-17_openai.md,2330.tw,fundamental_analysis,2026-04-17,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-23_openai.md,2330.tw,fundamental_analysis,2026-04-23,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-25_openai.md,2330.tw,fundamental_analysis,2026-04-25,openai,TOO_SHORT,10,1,content_lines=1
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-04-28_openai.md,2330.tw,fundamental_analysis,2026-04-28,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-01_openai.md,2330.tw,fundamental_analysis,2026-05-01,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-08_openai.md,2330.tw,fundamental_analysis,2026-05-08,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-17_openai.md,2330.tw,fundamental_analysis,2026-05-17,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-19_openai.md,2330.tw,fundamental_analysis,2026-05-19,openai,REFUSAL,10,1,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-23_gemini.md,2330.tw,fundamental_analysis,2026-05-23,gemini,TOO_SHORT,18,9,content_lines=9
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-24_gemini.md,2330.tw,fundamental_analysis,2026-05-24,gemini,TOO_SHORT,18,9,content_lines=9
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-27_gemini.md,2330.tw,fundamental_analysis,2026-05-27,gemini,TOO_SHORT,18,9,content_lines=9
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-05-31_gemini.md,2330.tw,fundamental_analysis,2026-05-31,gemini,TOO_SHORT,18,9,content_lines=9
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/fundamental_analysis_2026-06-08_gemini.md,2330.tw,fundamental_analysis,2026-06-08,gemini,TOO_SHORT,27,18,content_lines=18
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/stock_eval_2026-02-28.md,2330.tw,stock_eval,2026-02-28,claude,DUPLICATE,904,896,
/Users/yennanliu/finance_data/ai_gen_report/stock/2330.tw/technical_analysis_2026-05-31_gemini.md,2330.tw,technical_analysis,2026-05-31,gemini,CUTOFF,422,413,"last_line='    style F236 fill:#ADD8E6,stroke:#ADD8E6,stroke-width:2px,'"
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/earnings_call_analysis_2026-02-27.md,aapl,earnings_call_analysis,2026-02-27,claude,DUPLICATE,762,754,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/financial_report_analyst_2026-02-27.md,aapl,financial_report_analyst,2026-02-27,claude,DUPLICATE,991,983,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/fundamental_analysis_2026-02-22-2.md,aapl,fundamental_analysis,2026-02-22,claude,DUPLICATE,420,412,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/fundamental_analysis_2026-02-22.md,aapl,fundamental_analysis,2026-02-22,claude,DUPLICATE,454,447,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/fundamental_analysis_2026-02-23.md,aapl,fundamental_analysis,2026-02-23,claude,DUPLICATE,409,401,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/fundamental_analysis_2026-03-15.md,aapl,fundamental_analysis,2026-03-15,claude,DUPLICATE,330,322,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/fundamental_analysis_2026-03-18.md,aapl,fundamental_analysis,2026-03-18,claude,DUPLICATE,283,275,
/Users/yennanliu/finance_data/ai_gen_report/stock/aapl/stock_eval_2026-02-28.md,aapl,stock_eval,2026-02-28,claude,DUPLICATE,1008,1000,
/Users/yennanliu/finance_data/ai_gen_report/stock/agg/fundamental_analysis_2026-02-24.md,agg,fundamental_analysis,2026-02-24,claude,DUPLICATE,1025,1017,
/Users/yennanliu/finance_data/ai_gen_report/stock/agg/stock_eval_2026-02-28.md,agg,stock_eval,2026-02-28,claude,DUPLICATE,930,922,
/Users/yennanliu/finance_data/ai_gen_report/stock/ai/fundamental_analysis_2026-02-24.md,ai,fundamental_analysis,2026-02-24,claude,DUPLICATE,1219,1211,
/Users/yennanliu/finance_data/ai_gen_report/stock/ai/stock_eval_2026-02-28.md,ai,stock_eval,2026-02-28,claude,DUPLICATE,855,847,
/Users/yennanliu/finance_data/ai_gen_report/stock/ai/technical_analysis_2026-02-24.md,ai,technical_analysis,2026-02-24,claude,DUPLICATE,1063,1055,
